"id","name","gender","school_level","shift","student_drop_count"
1208025,"Pul Bangash-SKV","Girls","Sarvodaya Sr.Secondary","General",25
1719101,"Laxmi Bai Nagar(Co-Ed)-SSS","Co-ed","Sr.Secondary","General",25
1208233,"Quresh Nagar- S(Co-ed)V (Middle)","Co-ed","Sarvodaya Middle","General",24
1310169,"Holambi Kalan,B-Block  GGSSS","Girls","Sr.Secondary","Morning",24
1310472,"Holambi Khurd- G(Co-ed)SSS","Co-ed","Sr.Secondary","General",24
1822040,"Kair-SKV","Girls","Sarvodaya Sr.Secondary","General",24
1411041,"Pitampura, Block SU-GGSSS","Girls","Sr.Secondary","General",24
2127026,"Bela Road-GGSSS","Girls","Sr.Secondary","Morning",24
1720021,"Janak Puri, Block D, No.2-GGSSS","Girls","Sr.Secondary","Morning",24
1310041,"Khera Khurd-SKV","Girls","Sarvodaya Sr.Secondary","Morning",24
1105022,"Shahadara, Shivaji Park-GGSSS","Girls","Sr.Secondary","Morning",23
1514014,"Tilak Nagar, No.1-GGSSS","Girls","Sr.Secondary","General",23
1617211,"Baprola Vihar- GGSS","Girls","Secondary","Morning",23
2128021,"Paharganj-GGSSS","Girls","Sr.Secondary","General",22
1310026,"Harewali-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",22
1821034,"Kangan Heri-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",22
1310033,"Dariyapur Kalan-SKV (Updesh Kaur)","Girls","Sarvodaya Sr.Secondary","General",22
1105115,"Chauhan Bangar, Jafrabad-GBMS","Boys","Middle","Evening",22
1413319,"ROHINI,SEC-16- GBMS","Boys","Middle","Evening",21
1310247,"Auchandi-SV","Co-ed","Sarvodaya Sr.Secondary","General",21
1105028,"East Rohtash Nagar-G(Co-ed)MS","Co-ed","Middle","General",21
1105029,"Shahadara, G.T. Road-GGSS","Girls","Secondary","Morning",21
1719002,"Sarojini Nagar, No.1-SBV (Ganesh Shankar Vidyarthi)","Boys","Sarvodaya Sr.Secondary","General",20
1822027,"Paprawat-GGSSS","Girls","Sr.Secondary","General",20
1208010,"Model Basti-GBMS","Boys","Middle","General",20
1720174,"Vasant Vihar, C-4,G(Co-ed)SS-1720174","Co-ed","Secondary","General",19
1923051,"Lado Sarai-GGSS","Girls","Secondary","General",19
1310467,"SOSE, A-10, Pocket- 5, Narela","Co-ed","SOSE(Sr.Secondary)","General",19
1207043,"Nicholson Road-GGSSS","Girls","Sr.Secondary","General",19
2127031,"Lambi Gali- GGSS","Girls","Secondary","General",18
1207042,"Chabi Ganj, Kashmiri Gate-GGSSS","Girls","Sr.Secondary","General",18
1413349,"Government Middle Special School (Co-ed) for the Hearing Impaired","Co-ed","Special School (Middle)","General",18
1104488,"SOSE, Block B, Yamuna Vihar","Co-ed","SOSE(Sr.Secondary)","General",18
1822058,"Pandawala Khurd-GGSSS","Girls","Sr.Secondary","General",18
1105246,"New Seelampur, Gurudwara Road- G(Co-ed)MS","Co-ed","Middle","Morning",18
1310473,"Sarvodaya (Co-ed) Vidyalaya","Co-ed","Sarvodaya Sr.Secondary","General",18
1001151,"Shahdara, Teliwara-G(Co-ed)SS","Co-ed","Secondary","General",18
1208027,"Quresh Nagar, GGSSS","Girls","Sr.Secondary","General",18
1411178,"Sainik Vihar-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",17
1925442,"Jaitpur Extension Part- II, Gaddha Colony- SV(Middle)","Co-ed","Sarvodaya Middle","General",17
1411031,"Bharat Nagar-SKV","Girls","Sarvodaya Sr.Secondary","Morning",16
1822025,"Jhatikara-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",16
1822010,"Ghumanhera-GBSSS","Boys","Sr.Secondary","General",16
1720018,"Delhi Cantt.-SKV","Girls","Sarvodaya Sr.Secondary","General",16
1719010,"Moti Bagh I-GBSSS","Boys","Sr.Secondary","General",15
1719005,"Sarojini Nagar, No.3-GBSSS","Boys","Sr.Secondary","General",15
1719029,"Sarojini Nagar, No.1-SKV","Girls","Sarvodaya Sr.Secondary","General",14
1822014,"Dhansa-GBSSS","Boys","Sr.Secondary","General",14
1309126,"Model Town, No.2-GGSSS","Girls","Sr.Secondary","Morning",14
1822033,"Kazipur-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",13
1822004,"Mundela Kalan-Govt.(Co-ed)SSS","Co-ed","Sr.Secondary","General",11
1413075,"Punnjab Khore-G(Co-ed)MS","Co-ed","Middle","General",11
1925451,"SKV Middle, Jogabai, Batla House","Girls","Sarvodaya Middle","Morning",11
1822024,"Rawta-G(Co-ed)SSS","Co-ed","Sr.Secondary","General",10
1822012,"Kair-GBSSS","Boys","Sr.Secondary","General",10
1208235,"Quresh Nagar- SBV (Middle)","Boys","Sarvodaya Middle","Evening",10
1002402,"SOSE, I.P Extension","Co-ed","SOSE(Sr.Secondary)","General",10
1822039,"Dhansa-SKV","Girls","Sarvodaya Sr.Secondary","General",10
1822048,"Ujwa-GGSSS","Girls","Sr.Secondary","General",10
1413318,"ROHINI,SEC-16- GGMS","Girls","Middle","Morning",9
1002404,"Government Special School (Co-ed) for Children with Intellectual Disability","Co-ed","Special School (Primary)","General",9
1822050,"Dichaon Kalan-GGSSS","Girls","Sr.Secondary","General",9
2127180,"SV (Co-ed), Lal Kuan","Co-ed","Sarvodaya Secondary","Evening",9
1514017,"Vikas Puri, Distt. Centre-SKV","Girls","Sarvodaya Sr.Secondary","General",9
2128140,"SOSE, Plot No. 1, Link Road, Karol Bagh","Co-ed","SOSE(Sr.Secondary)","General",9
1208017,"Chandni Chowk, Diwan Hall, SKV","Girls","Sarvodaya Secondary","General",9
1309036,"Majlis Park-GGSS","Girls","Secondary","General",8
1105112,"Chauhan Bangar, Jafrabad-GGMS","Girls","Middle","Morning",8
2127034,"Kotla Firozshah-G(Co-ed)MS","Co-ed","Middle","General",7
1822013,"Ujwa-GBSSS","Boys","Sr.Secondary","General",6
1821293,"SOSE, Sector- 19, Dwarka","Co-ed","SOSE(Sr.Secondary)","General",5
1821282,"Dwarka School of Excellence, Sector-22","Co-ed","SoE (Sr.Secondary)","General",5
1309124,"Shalimar Bagh, Block BT-RPVV","Co-ed","RPVV(Sr.Secondary)","General",4
1925334,"Lajpat Nagar-RPVV","Co-ed","RPVV(Sr.Secondary)","General",4
1925432,"Madanpur Khadar School of Excellence, J.J Colony, Phase-II","Co-ed","SoE (Sr.Secondary)","General",4
1207113,"Civil Lines, RPVV","Co-ed","RPVV(Sr.Secondary)","General",4
1821038,"Nanakheri-G(Co-ed)SS","Co-ed","Secondary","General",4
1309308,"Ambedkar School of Specialised Excellance (ASoSE)","Co-ed","SOSE(Sr.Secondary)","Morning",4
1822037,"Hasanpur Village- G(Co-ed)SSS","Co-ed","Sr.Secondary","General",4
2127188,"Government Lady Noyce Sr. Sec. Special School (Co-ed) for the Hearing Impaired","Co-ed","Special School (Sr.Secondary)","General",4
1002400,"khichripur School of Excellence","Co-ed","SoE (Sr.Secondary)","General",4
2127185,"Sita Ram Bazar- GGSSS","Girls","Sr.Secondary","General",3
1413344,"SOSE, Sector- 17, Rohini","Co-ed","SOSE(Sr.Secondary)","General",3
1413342,"Rohini School of Excellence, Sector- 23","Co-ed","SoE (Sr.Secondary)","General",3
1208092,"Kishan Ganj-RPVV","Co-ed","RPVV(Sr.Secondary)","General",3
1207038,"Shakti Nagar, No.2-GGSSS","Girls","Sr.Secondary","General",3
1105248,"Gautam Puri- RPVV","Co-ed","RPVV(Sr.Secondary)","General",3
2127032,"Ajmeri Gate, Gali Bansi Koyle Wali(Urdu Medium)-GBMS","Boys","Middle","General",3
1719027,"Sarojini Nagar, No.3-GGSSS","Girls","Sr.Secondary","General",2
1514116,"SOSE, Block BE, Hari Nagar","Co-ed","SOSE(Sr.Secondary)","General",2
1207261,"SOSE, Raj Niwas Marg","Co-ed","SOSE(Sr.Secondary)","General",2
1412291,"Rohini, Phase-II, Sec-21- RPVV","Co-ed","RPVV(Sr.Secondary)","General",2
1925438,"SOSE, Kalkaji","Co-ed","SOSE(Sr.Secondary)","General",2
1923395,"Saket, Block J- GBSSS","Boys","Sr.Secondary","Evening",1
1208023,"Kinari Bazar, Gali Barf Wali-GGSSS","Girls","Sr.Secondary","General",1
1002405,"Government Primary Special School (Co-ed) for the Hearing Impaired","Co-ed","Special School (Primary)","General",1
1310469,"SOSE, Sector- 18, Rohini","Co-ed","SOSE(Sr.Secondary)","General",1
1003267,"SOSE, Gandhi Nagar","Co-ed","SOSE(Sr.Secondary)","General",1
1925437,"SOSE, Lajpat Nagar","Co-ed","SOSE(Sr.Secondary)","General",1
1002399,"I.P.Extension-RPVV","Co-ed","RPVV(Sr.Secondary)","General",1
1002403,"Govt. Coed Secondary School,Joshi colony,Mandawali","Co-ed","Secondary","General",1
1924038,"INA Colony- RPVV","Co-ed","RPVV(Sr.Secondary)","General",1
1001104,"Surajmal Vihar-RPVV","Co-ed","RPVV(Sr.Secondary)","General",1
1106282,"SOSE, Block- D, Nand Nagri","Co-ed","SOSE(Sr.Secondary)","General",1
1821290,"SOSE, Sector- 22, Dwarka","Co-ed","SOSE(Sr.Secondary)","General",1
1104149,"Yamuna Vihar, Block B-RPVV","Co-ed","RPVV(Sr.Secondary)","General",1
1207259,"SOSE, Civil Lines","Co-ed","SOSE(Sr.Secondary)","General",1
1720031,"Vasant Kunj, B1-RPVV","Co-ed","RPVV(Sr.Secondary)","General",1
